teacher_id,student_id,ats_task,ats_eps,ats_time,cic_task,cic_eps,cic_time,vs_task,vs_eps,vs_time,Add student to class,Move student to class,Remove student from class,Copy student to class,Click admin tools,Click intro video,Click lesson plans,Click webinar,Click technical info,Click supplements,Click account management,Load performance report,Load progress report,Load activity report,Upload student spreadsheet,Convert selection text to speech,Convert dialog text to speech,Convert last text again,Export performance report,Look up glossary term,Print list of students,Load the Getting Started section,Load the Read to Lead section,Load the Support section,Print performance report,Print progress report,Print student all activity report,Print class individual activity report,Print student individual activity report,Print student writing activity report,Log into the platform,Log out of the platform,Add anonymous student to class,Load the Stats section,Load the Characters section,Load the You're Hired section,Load the OST section
36377,33434,null,null,null,null,null,null,317,8,183,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
14979,33434,null,null,null,null,null,null,317,8,183,0,0,0,0,75,0,33,0,0,0,0,68,18,55,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0
36377,33435,null,null,null,null,null,null,446,8,258.15,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
14979,33435,null,null,null,null,null,null,446,8,258.15,0,0,0,0,75,0,33,0,0,0,0,68,18,55,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0
36377,33436,null,null,null,null,null,null,457,8,238.6167,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
14979,33436,null,null,null,null,null,null,457,8,238.6167,0,0,0,0,75,0,33,0,0,0,0,68,18,55,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0
36377,33437,null,null,null,null,null,null,359,8,184.25,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
14979,33437,null,null,null,null,null,null,359,8,184.25,0,0,0,0,75,0,33,0,0,0,0,68,18,55,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0
36377,33438,null,null,null,null,null,null,414,8,253.2167,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
14979,33438,null,null,null,null,null,null,414,8,253.2167,0,0,0,0,75,0,33,0,0,0,0,68,18,55,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0
14975,33440,null,null,null,null,null,null,368,4,139.15,0,0,0,0,76,0,12,0,0,0,0,27,16,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14975,33440,null,null,null,null,null,null,368,4,139.15,0,0,0,0,76,0,12,0,0,0,0,27,16,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14975,33441,null,null,null,null,null,null,285,5,146.5833,0,0,0,0,76,0,12,0,0,0,0,27,16,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14975,33441,null,null,null,null,null,null,285,5,146.5833,0,0,0,0,76,0,12,0,0,0,0,27,16,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14975,33442,null,null,null,null,null,null,240,5,153.6833,0,0,0,0,76,0,12,0,0,0,0,27,16,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14975,33442,null,null,null,null,null,null,240,5,153.6833,0,0,0,0,76,0,12,0,0,0,0,27,16,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14975,33443,null,null,null,null,null,null,358,4,116.15,0,0,0,0,76,0,12,0,0,0,0,27,16,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14975,33443,null,null,null,null,null,null,358,4,116.15,0,0,0,0,76,0,12,0,0,0,0,27,16,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14975,33445,null,null,null,null,null,null,286,5,130.1167,0,0,0,0,76,0,12,0,0,0,0,27,16,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14975,33445,null,null,null,null,null,null,286,5,130.1167,0,0,0,0,76,0,12,0,0,0,0,27,16,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14975,33446,null,null,null,null,null,null,241,3,105.4833,0,0,0,0,76,0,12,0,0,0,0,27,16,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14975,33446,null,null,null,null,null,null,241,3,105.4833,0,0,0,0,76,0,12,0,0,0,0,27,16,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14975,33447,null,null,null,null,null,null,316,5,152.65,0,0,0,0,76,0,12,0,0,0,0,27,16,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14975,33447,null,null,null,null,null,null,316,5,152.65,0,0,0,0,76,0,12,0,0,0,0,27,16,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14975,33448,null,null,null,null,null,null,258,5,152.9667,0,0,0,0,76,0,12,0,0,0,0,27,16,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14975,33448,null,null,null,null,null,null,258,5,152.9667,0,0,0,0,76,0,12,0,0,0,0,27,16,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14975,33449,null,null,null,null,null,null,282,4,177.1833,0,0,0,0,76,0,12,0,0,0,0,27,16,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14975,33449,null,null,null,null,null,null,282,4,177.1833,0,0,0,0,76,0,12,0,0,0,0,27,16,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14975,33450,null,null,null,null,null,null,266,5,146.7667,0,0,0,0,76,0,12,0,0,0,0,27,16,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14975,33450,null,null,null,null,null,null,266,5,146.7667,0,0,0,0,76,0,12,0,0,0,0,27,16,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14975,33451,null,null,null,null,null,null,278,4,146.7,0,0,0,0,76,0,12,0,0,0,0,27,16,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14975,33451,null,null,null,null,null,null,278,4,146.7,0,0,0,0,76,0,12,0,0,0,0,27,16,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14975,33452,null,null,null,null,null,null,275,5,119.2833,0,0,0,0,76,0,12,0,0,0,0,27,16,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14975,33452,null,null,null,null,null,null,275,5,119.2833,0,0,0,0,76,0,12,0,0,0,0,27,16,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14975,33453,null,null,null,null,null,null,279,4,162.2167,0,0,0,0,76,0,12,0,0,0,0,27,16,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14975,33453,null,null,null,null,null,null,279,4,162.2167,0,0,0,0,76,0,12,0,0,0,0,27,16,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36377,33454,null,null,null,null,null,null,239,5,171.5333,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
14975,33454,null,null,null,null,null,null,239,5,171.5333,0,0,0,0,76,0,12,0,0,0,0,27,16,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14975,33454,null,null,null,null,null,null,239,5,171.5333,0,0,0,0,76,0,12,0,0,0,0,27,16,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14975,33455,null,null,null,null,null,null,277,3,223.8333,0,0,0,0,76,0,12,0,0,0,0,27,16,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14975,33455,null,null,null,null,null,null,277,3,223.8333,0,0,0,0,76,0,12,0,0,0,0,27,16,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14975,33457,null,null,null,null,null,null,250,5,161.3333,0,0,0,0,76,0,12,0,0,0,0,27,16,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14975,33457,null,null,null,null,null,null,250,5,161.3333,0,0,0,0,76,0,12,0,0,0,0,27,16,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36141,33458,25,1,35.3333,null,null,null,null,null,null,0,0,0,0,36,4,31,1,1,0,0,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
36141,33459,76,3,61.5,null,null,null,null,null,null,0,0,0,0,36,4,31,1,1,0,0,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
36141,33460,7,1,26.6,null,null,null,null,null,null,0,0,0,0,36,4,31,1,1,0,0,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
36141,33461,56,2,52.5167,null,null,null,null,null,null,0,0,0,0,36,4,31,1,1,0,0,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
36141,33464,55,1,32.7667,null,null,null,null,null,null,0,0,0,0,36,4,31,1,1,0,0,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
36141,33465,20,1,16.1,null,null,null,null,null,null,0,0,0,0,36,4,31,1,1,0,0,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
36141,33468,11,1,29.2333,null,null,null,null,null,null,0,0,0,0,36,4,31,1,1,0,0,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
36141,33469,15,1,16.3,null,null,null,null,null,null,0,0,0,0,36,4,31,1,1,0,0,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
36141,33470,22,1,21.8,null,null,null,null,null,null,0,0,0,0,36,4,31,1,1,0,0,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
36141,33471,64,1,67.8167,null,null,null,null,null,null,0,0,0,0,36,4,31,1,1,0,0,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
36141,33472,8,null,3.5,null,null,null,null,null,null,0,0,0,0,36,4,31,1,1,0,0,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
36141,33474,43,1,34.0333,null,null,null,null,null,null,0,0,0,0,36,4,31,1,1,0,0,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
36141,33475,10,1,27.9333,null,null,null,null,null,null,0,0,0,0,36,4,31,1,1,0,0,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
36141,33476,55,2,72.1667,null,null,null,null,null,null,0,0,0,0,36,4,31,1,1,0,0,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
36141,33477,26,1,17.8667,null,null,null,null,null,null,0,0,0,0,36,4,31,1,1,0,0,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
36141,33478,71,2,60.15,null,null,null,null,null,null,0,0,0,0,36,4,31,1,1,0,0,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
36141,33479,18,null,10.25,null,null,null,null,null,null,0,0,0,0,36,4,31,1,1,0,0,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
36141,33480,86,3,53.5333,null,null,null,null,null,null,0,0,0,0,36,4,31,1,1,0,0,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
36141,33481,98,5,63.9167,null,null,null,null,null,null,0,0,0,0,36,4,31,1,1,0,0,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
36141,33483,36,1,30.8333,null,null,null,null,null,null,0,0,0,0,36,4,31,1,1,0,0,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
36141,33485,8,1,25.35,null,null,null,null,null,null,0,0,0,0,36,4,31,1,1,0,0,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14975,33486,null,null,null,null,null,null,230,5,153.7667,0,0,0,0,76,0,12,0,0,0,0,27,16,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14975,33486,null,null,null,null,null,null,230,5,153.7667,0,0,0,0,76,0,12,0,0,0,0,27,16,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14975,33487,null,null,null,null,null,null,268,4,228.9333,0,0,0,0,76,0,12,0,0,0,0,27,16,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14975,33487,null,null,null,null,null,null,268,4,228.9333,0,0,0,0,76,0,12,0,0,0,0,27,16,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14975,33488,null,null,null,null,null,null,244,4,135.2,0,0,0,0,76,0,12,0,0,0,0,27,16,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14975,33488,null,null,null,null,null,null,244,4,135.2,0,0,0,0,76,0,12,0,0,0,0,27,16,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36120,33533,null,null,null,null,null,null,237,4,127.7667,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14969,33533,null,null,null,null,null,null,237,4,127.7667,0,0,0,0,107,3,49,0,0,0,0,32,58,32,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0
36120,33534,null,null,null,null,null,null,187,2,231.9,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14969,33534,null,null,null,null,null,null,187,2,231.9,0,0,0,0,107,3,49,0,0,0,0,32,58,32,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0
36120,33535,null,null,null,null,null,null,188,4,143.0833,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14969,33535,null,null,null,null,null,null,188,4,143.0833,0,0,0,0,107,3,49,0,0,0,0,32,58,32,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0
36120,33536,null,null,null,null,null,null,219,4,134.8,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14969,33536,null,null,null,null,null,null,219,4,134.8,0,0,0,0,107,3,49,0,0,0,0,32,58,32,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0
36120,33537,null,null,null,null,null,null,344,4,193.85,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14969,33537,null,null,null,null,null,null,344,4,193.85,0,0,0,0,107,3,49,0,0,0,0,32,58,32,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0
36120,33539,null,null,null,null,null,null,31,1,31.1667,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14969,33539,null,null,null,null,null,null,31,1,31.1667,0,0,0,0,107,3,49,0,0,0,0,32,58,32,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0
36120,33542,null,null,null,null,null,null,235,4,128.9667,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14969,33542,null,null,null,null,null,null,235,4,128.9667,0,0,0,0,107,3,49,0,0,0,0,32,58,32,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0
36120,33544,null,null,null,null,null,null,214,4,112.5167,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14969,33544,null,null,null,null,null,null,214,4,112.5167,0,0,0,0,107,3,49,0,0,0,0,32,58,32,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0
36120,33545,null,null,null,null,null,null,218,4,133.6667,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14969,33545,null,null,null,null,null,null,218,4,133.6667,0,0,0,0,107,3,49,0,0,0,0,32,58,32,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0
36120,33546,null,null,null,null,null,null,255,4,117.3167,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14969,33546,null,null,null,null,null,null,255,4,117.3167,0,0,0,0,107,3,49,0,0,0,0,32,58,32,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0
36120,33547,null,null,null,null,null,null,215,4,89.4167,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14969,33547,null,null,null,null,null,null,215,4,89.4167,0,0,0,0,107,3,49,0,0,0,0,32,58,32,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0
37629,33564,null,null,null,null,null,null,374,6,255.1833,0,0,0,0,25,0,1,0,0,0,0,10,30,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37629,33565,null,null,null,null,null,null,383,6,265.15,0,0,0,0,25,0,1,0,0,0,0,10,30,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36460,33567,122,3,111.3333,null,null,null,null,null,null,0,0,0,0,27,0,6,0,0,0,0,19,20,33,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
37629,33569,null,null,null,null,null,null,520,7,235.0667,0,0,0,0,25,0,1,0,0,0,0,10,30,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36460,33570,105,3,118.6833,null,null,null,null,null,null,0,0,0,0,27,0,6,0,0,0,0,19,20,33,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
37629,33571,null,null,null,null,null,null,433,7,241.1,0,0,0,0,25,0,1,0,0,0,0,10,30,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36460,33573,160,4,182.6,null,null,null,null,null,null,0,0,0,0,27,0,6,0,0,0,0,19,20,33,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
36460,33577,75,3,135.2167,null,null,null,null,null,null,0,0,0,0,27,0,6,0,0,0,0,19,20,33,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
37629,33578,null,null,null,null,null,null,351,6,237.05,0,0,0,0,25,0,1,0,0,0,0,10,30,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36461,33581,null,null,null,127,2,305.4,null,null,null,0,0,0,0,56,0,16,0,0,0,0,15,46,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36460,33583,108,3,98.7,null,null,null,null,null,null,0,0,0,0,27,0,6,0,0,0,0,19,20,33,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
37629,33585,null,null,null,null,null,null,302,6,250.5167,0,0,0,0,25,0,1,0,0,0,0,10,30,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37629,33586,null,null,null,null,null,null,236,4,309.1667,0,0,0,0,25,0,1,0,0,0,0,10,30,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36460,33588,103,3,186.15,null,null,null,null,null,null,0,0,0,0,27,0,6,0,0,0,0,19,20,33,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
37629,33591,null,null,null,null,null,null,361,5,229.1833,0,0,0,0,25,0,1,0,0,0,0,10,30,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36460,33592,105,4,145.3667,null,null,null,null,null,null,0,0,0,0,27,0,6,0,0,0,0,19,20,33,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
37629,33593,null,null,null,null,null,null,330,6,248.3167,0,0,0,0,25,0,1,0,0,0,0,10,30,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36460,33594,160,3,118.95,null,null,null,null,null,null,0,0,0,0,27,0,6,0,0,0,0,19,20,33,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
36460,33596,91,3,93.5833,null,null,null,null,null,null,0,0,0,0,27,0,6,0,0,0,0,19,20,33,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
36460,33598,70,3,108,null,null,null,null,null,null,0,0,0,0,27,0,6,0,0,0,0,19,20,33,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
37629,33599,null,null,null,null,null,null,430,6,185.35,0,0,0,0,25,0,1,0,0,0,0,10,30,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37629,33600,null,null,null,null,null,null,438,6,248.9,0,0,0,0,25,0,1,0,0,0,0,10,30,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37629,33602,null,null,null,null,null,null,345,6,177.1333,0,0,0,0,25,0,1,0,0,0,0,10,30,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36460,33603,56,3,73.4667,null,null,null,null,null,null,0,0,0,0,27,0,6,0,0,0,0,19,20,33,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
36461,33605,93,4,141.8667,null,null,null,null,null,null,0,0,0,0,56,0,16,0,0,0,0,15,46,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36460,33605,93,4,141.8667,null,null,null,null,null,null,0,0,0,0,27,0,6,0,0,0,0,19,20,33,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
36464,33636,null,null,null,null,null,null,214,5,122.8333,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
37631,33636,null,null,null,null,null,null,214,5,122.8333,0,0,0,0,18,0,4,0,0,0,0,5,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36464,33646,null,null,null,null,null,null,407,8,279.45,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
37631,33646,null,null,null,null,null,null,407,8,279.45,0,0,0,0,18,0,4,0,0,0,0,5,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36464,33648,null,null,null,null,null,null,432,7,184.1333,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
37631,33648,null,null,null,null,null,null,432,7,184.1333,0,0,0,0,18,0,4,0,0,0,0,5,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36464,33649,null,null,null,null,null,null,434,8,257.9667,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
37631,33649,null,null,null,null,null,null,434,8,257.9667,0,0,0,0,18,0,4,0,0,0,0,5,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36464,33650,null,null,null,null,null,null,279,4,203.5833,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
37631,33650,null,null,null,null,null,null,279,4,203.5833,0,0,0,0,18,0,4,0,0,0,0,5,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36464,33651,null,null,null,null,null,null,432,8,238.9,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
37631,33651,null,null,null,null,null,null,432,8,238.9,0,0,0,0,18,0,4,0,0,0,0,5,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36464,33653,null,null,null,null,null,null,587,10,249.75,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
37631,33653,null,null,null,null,null,null,587,10,249.75,0,0,0,0,18,0,4,0,0,0,0,5,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36464,33657,null,null,null,null,null,null,549,11,319.1667,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
37631,33657,null,null,null,null,null,null,549,11,319.1667,0,0,0,0,18,0,4,0,0,0,0,5,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36464,33659,null,null,null,null,null,null,364,6,187.0333,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
