teacher_id,student_id,ats_task,ats_eps,ats_time,cic_task,cic_eps,cic_time,vs_task,vs_eps,vs_time,Add student to class,Move student to class,Remove student from class,Copy student to class,Click admin tools,Click intro video,Click lesson plans,Click webinar,Click technical info,Click supplements,Click account management,Load performance report,Load progress report,Load activity report,Upload student spreadsheet,Convert selection text to speech,Convert dialog text to speech,Convert last text again,Export performance report,Look up glossary term,Print list of students,Load the Getting Started section,Load the Read to Lead section,Load the Support section,Print performance report,Print progress report,Print student all activity report,Print class individual activity report,Print student individual activity report,Print student writing activity report,Log into the platform,Log out of the platform,Add anonymous student to class,Load the Stats section,Load the Characters section,Load the You're Hired section,Load the OST section
3286,39246,null,null,null,28,null,27.85,null,null,null,0,0,0,0,15,0,7,0,0,0,0,9,59,54,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3286,39247,null,null,null,22,null,12,null,null,null,0,0,0,0,15,0,7,0,0,0,0,9,59,54,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3286,39249,null,null,null,56,null,37.25,null,null,null,0,0,0,0,15,0,7,0,0,0,0,9,59,54,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3286,39250,null,null,null,50,null,29.2167,null,null,null,0,0,0,0,15,0,7,0,0,0,0,9,59,54,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3286,39251,null,null,null,73,null,85.65,null,null,null,0,0,0,0,15,0,7,0,0,0,0,9,59,54,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3286,39252,null,null,null,10,null,7.8167,null,null,null,0,0,0,0,15,0,7,0,0,0,0,9,59,54,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3286,39253,null,null,null,44,null,27.8333,null,null,null,0,0,0,0,15,0,7,0,0,0,0,9,59,54,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3286,39254,null,null,null,80,2,80.8333,null,null,null,0,0,0,0,15,0,7,0,0,0,0,9,59,54,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3286,39256,null,null,null,73,null,59.5833,null,null,null,0,0,0,0,15,0,7,0,0,0,0,9,59,54,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36467,39265,null,null,null,271,12,376.1833,null,null,null,0,0,0,0,16,2,3,0,0,0,0,6,7,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36467,39266,null,null,null,324,12,573.7333,null,null,null,0,0,0,0,16,2,3,0,0,0,0,6,7,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36467,39267,null,null,null,322,12,588.7833,null,null,null,0,0,0,0,16,2,3,0,0,0,0,6,7,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36467,39268,null,null,null,298,12,515.5667,null,null,null,0,0,0,0,16,2,3,0,0,0,0,6,7,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36467,39269,null,null,null,300,12,282.1833,null,null,null,0,0,0,0,16,2,3,0,0,0,0,6,7,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36467,39270,null,null,null,287,12,400.4333,null,null,null,0,0,0,0,16,2,3,0,0,0,0,6,7,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36467,39271,null,null,null,295,12,509.1167,null,null,null,0,0,0,0,16,2,3,0,0,0,0,6,7,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36467,39272,null,null,null,318,12,494.25,null,null,null,0,0,0,0,16,2,3,0,0,0,0,6,7,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36467,39273,null,null,null,272,12,467.1333,null,null,null,0,0,0,0,16,2,3,0,0,0,0,6,7,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36467,39274,null,null,null,273,12,566.0833,null,null,null,0,0,0,0,16,2,3,0,0,0,0,6,7,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36467,39275,null,null,null,303,11,370.1333,null,null,null,0,0,0,0,16,2,3,0,0,0,0,6,7,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36467,39276,null,null,null,289,12,452.35,null,null,null,0,0,0,0,16,2,3,0,0,0,0,6,7,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36467,39277,null,null,null,363,12,491.5167,null,null,null,0,0,0,0,16,2,3,0,0,0,0,6,7,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36467,39278,null,null,null,279,12,365.95,null,null,null,0,0,0,0,16,2,3,0,0,0,0,6,7,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36467,39279,null,null,null,474,12,548.9833,null,null,null,0,0,0,0,16,2,3,0,0,0,0,6,7,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36467,39280,null,null,null,462,12,350.2667,null,null,null,0,0,0,0,16,2,3,0,0,0,0,6,7,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10899,39324,null,null,null,82,null,56.3,null,null,null,0,0,0,0,15,2,5,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
36461,39341,null,null,null,214,6,271.9833,null,null,null,0,0,0,0,56,0,16,0,0,0,0,15,46,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38157,39342,null,null,null,null,null,null,126,null,101.75,0,0,0,0,18,0,2,0,0,0,0,3,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
38157,39347,null,null,null,null,null,null,696,null,256.75,0,0,0,0,18,0,2,0,0,0,0,3,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
38157,39359,null,null,null,null,null,null,469,8,206.45,0,0,0,0,18,0,2,0,0,0,0,3,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
38157,39360,null,null,null,null,null,null,88,1,40.4333,0,0,0,0,18,0,2,0,0,0,0,3,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
38157,39361,null,null,null,null,null,null,10,null,4.0667,0,0,0,0,18,0,2,0,0,0,0,3,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
38157,39362,null,null,null,null,null,null,96,1,46.25,0,0,0,0,18,0,2,0,0,0,0,3,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
38157,39363,null,null,null,null,null,null,54,1,28.5667,0,0,0,0,18,0,2,0,0,0,0,3,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
38157,39365,null,null,null,null,null,null,729,12,494.5167,0,0,0,0,18,0,2,0,0,0,0,3,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
38157,39366,null,null,null,null,null,null,47,null,12.55,0,0,0,0,18,0,2,0,0,0,0,3,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
38157,39367,null,null,null,null,null,null,84,1,68.1667,0,0,0,0,18,0,2,0,0,0,0,3,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
38157,39368,null,null,null,null,null,null,23,null,7.3167,0,0,0,0,18,0,2,0,0,0,0,3,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
38157,39369,null,null,null,null,null,null,277,6,141.75,0,0,0,0,18,0,2,0,0,0,0,3,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
38157,39371,null,null,null,null,null,null,145,null,104.5833,0,0,0,0,18,0,2,0,0,0,0,3,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
38157,39372,null,null,null,null,null,null,518,12,270.1167,0,0,0,0,18,0,2,0,0,0,0,3,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
38157,39373,null,null,null,null,null,null,3,null,1.5667,0,0,0,0,18,0,2,0,0,0,0,3,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
38157,39374,null,null,null,null,null,null,507,11,374.5167,0,0,0,0,18,0,2,0,0,0,0,3,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
38157,39375,null,null,null,null,null,null,211,4,237.9833,0,0,0,0,18,0,2,0,0,0,0,3,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
38962,39379,null,null,null,null,null,null,361,6,165.1833,0,0,0,0,65,0,27,1,4,1,0,41,7,28,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,2,0,0,0,0,0
38962,39380,null,null,null,null,null,null,119,2,99.2333,0,0,0,0,65,0,27,1,4,1,0,41,7,28,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,2,0,0,0,0,0
38962,39381,null,null,null,null,null,null,246,5,172.35,0,0,0,0,65,0,27,1,4,1,0,41,7,28,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,2,0,0,0,0,0
15015,39382,null,null,null,35,null,36.8333,null,null,null,0,0,0,0,58,0,3,0,1,0,0,28,74,21,0,0,0,0,4,1,0,0,0,0,3,5,0,2,1,0,0,8,0,0,0,0,0
38962,39383,null,null,null,null,null,null,243,4,179.5833,0,0,0,0,65,0,27,1,4,1,0,41,7,28,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,2,0,0,0,0,0
15015,39384,null,null,null,84,1,48.8167,null,null,null,0,0,0,0,58,0,3,0,1,0,0,28,74,21,0,0,0,0,4,1,0,0,0,0,3,5,0,2,1,0,0,8,0,0,0,0,0
38962,39385,null,null,null,null,null,null,234,3,117.5167,0,0,0,0,65,0,27,1,4,1,0,41,7,28,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,2,0,0,0,0,0
15015,39386,null,null,null,19,null,34.0167,null,null,null,0,0,0,0,58,0,3,0,1,0,0,28,74,21,0,0,0,0,4,1,0,0,0,0,3,5,0,2,1,0,0,8,0,0,0,0,0
38962,39387,null,null,null,null,null,null,181,3,145.2333,0,0,0,0,65,0,27,1,4,1,0,41,7,28,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,2,0,0,0,0,0
38962,39388,null,null,null,null,null,null,266,6,168.45,0,0,0,0,65,0,27,1,4,1,0,41,7,28,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,2,0,0,0,0,0
15015,39389,null,null,null,35,null,23.8667,null,null,null,0,0,0,0,58,0,3,0,1,0,0,28,74,21,0,0,0,0,4,1,0,0,0,0,3,5,0,2,1,0,0,8,0,0,0,0,0
15015,39390,null,null,null,30,null,34.4833,null,null,null,0,0,0,0,58,0,3,0,1,0,0,28,74,21,0,0,0,0,4,1,0,0,0,0,3,5,0,2,1,0,0,8,0,0,0,0,0
38962,39391,null,null,null,null,null,null,178,3,165.7167,0,0,0,0,65,0,27,1,4,1,0,41,7,28,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,2,0,0,0,0,0
15015,39392,null,null,null,26,null,25.65,null,null,null,0,0,0,0,58,0,3,0,1,0,0,28,74,21,0,0,0,0,4,1,0,0,0,0,3,5,0,2,1,0,0,8,0,0,0,0,0
38962,39394,null,null,null,null,null,null,247,5,179.6667,0,0,0,0,65,0,27,1,4,1,0,41,7,28,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,2,0,0,0,0,0
15015,39395,null,null,null,14,null,22.7333,null,null,null,0,0,0,0,58,0,3,0,1,0,0,28,74,21,0,0,0,0,4,1,0,0,0,0,3,5,0,2,1,0,0,8,0,0,0,0,0
38962,39396,null,null,null,null,null,null,288,5,192.45,0,0,0,0,65,0,27,1,4,1,0,41,7,28,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,2,0,0,0,0,0
38962,39397,null,null,null,null,null,null,299,5,189.6167,0,0,0,0,65,0,27,1,4,1,0,41,7,28,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,2,0,0,0,0,0
15015,39398,null,null,null,14,null,25.6,null,null,null,0,0,0,0,58,0,3,0,1,0,0,28,74,21,0,0,0,0,4,1,0,0,0,0,3,5,0,2,1,0,0,8,0,0,0,0,0
38962,39399,null,null,null,null,null,null,373,5,153.5333,0,0,0,0,65,0,27,1,4,1,0,41,7,28,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,2,0,0,0,0,0
38962,39400,null,null,null,null,null,null,265,null,96.0833,0,0,0,0,65,0,27,1,4,1,0,41,7,28,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,2,0,0,0,0,0
15015,39401,null,null,null,26,null,36.2667,null,null,null,0,0,0,0,58,0,3,0,1,0,0,28,74,21,0,0,0,0,4,1,0,0,0,0,3,5,0,2,1,0,0,8,0,0,0,0,0
38962,39402,null,null,null,null,null,null,249,5,211.5667,0,0,0,0,65,0,27,1,4,1,0,41,7,28,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,2,0,0,0,0,0
15015,39403,null,null,null,18,null,28.2667,null,null,null,0,0,0,0,58,0,3,0,1,0,0,28,74,21,0,0,0,0,4,1,0,0,0,0,3,5,0,2,1,0,0,8,0,0,0,0,0
38962,39404,null,null,null,null,null,null,1,null,0,0,0,0,0,65,0,27,1,4,1,0,41,7,28,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,2,0,0,0,0,0
38962,39405,null,null,null,null,null,null,216,3,170.8,0,0,0,0,65,0,27,1,4,1,0,41,7,28,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,2,0,0,0,0,0
38962,39406,null,null,null,null,null,null,133,2,98.25,0,0,0,0,65,0,27,1,4,1,0,41,7,28,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,2,0,0,0,0,0
15015,39407,null,null,null,62,1,49.2333,null,null,null,0,0,0,0,58,0,3,0,1,0,0,28,74,21,0,0,0,0,4,1,0,0,0,0,3,5,0,2,1,0,0,8,0,0,0,0,0
38962,39408,null,null,null,null,null,null,158,2,110.9833,0,0,0,0,65,0,27,1,4,1,0,41,7,28,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,2,0,0,0,0,0
38962,39409,null,null,null,null,null,null,230,4,154.7833,0,0,0,0,65,0,27,1,4,1,0,41,7,28,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,2,0,0,0,0,0
15015,39410,null,null,null,29,null,44.9167,null,null,null,0,0,0,0,58,0,3,0,1,0,0,28,74,21,0,0,0,0,4,1,0,0,0,0,3,5,0,2,1,0,0,8,0,0,0,0,0
14979,39412,null,null,null,null,null,null,389,8,181.9833,0,0,0,0,75,0,33,0,0,0,0,68,18,55,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0
14979,39413,null,null,null,null,null,null,62,null,53.5167,0,0,0,0,75,0,33,0,0,0,0,68,18,55,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0
14979,39414,null,null,null,null,null,null,430,8,167.9,0,0,0,0,75,0,33,0,0,0,0,68,18,55,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0
11328,39491,null,null,null,null,null,null,194,5,191.8667,0,0,0,0,34,0,30,0,0,0,0,24,19,37,0,0,0,0,0,3,0,0,0,0,0,0,20,2,0,0,0,0,0,0,0,0,0
11328,39492,null,null,null,null,null,null,236,5,171.1333,0,0,0,0,34,0,30,0,0,0,0,24,19,37,0,0,0,0,0,3,0,0,0,0,0,0,20,2,0,0,0,0,0,0,0,0,0
11328,39493,null,null,null,null,null,null,217,3,180.8667,0,0,0,0,34,0,30,0,0,0,0,24,19,37,0,0,0,0,0,3,0,0,0,0,0,0,20,2,0,0,0,0,0,0,0,0,0
11328,39494,null,null,null,null,null,null,228,5,190.9333,0,0,0,0,34,0,30,0,0,0,0,24,19,37,0,0,0,0,0,3,0,0,0,0,0,0,20,2,0,0,0,0,0,0,0,0,0
11328,39495,null,null,null,null,null,null,234,4,196.85,0,0,0,0,34,0,30,0,0,0,0,24,19,37,0,0,0,0,0,3,0,0,0,0,0,0,20,2,0,0,0,0,0,0,0,0,0
11328,39496,null,null,null,null,null,null,254,5,216.0667,0,0,0,0,34,0,30,0,0,0,0,24,19,37,0,0,0,0,0,3,0,0,0,0,0,0,20,2,0,0,0,0,0,0,0,0,0
11328,39497,null,null,null,null,null,null,259,4,213.0667,0,0,0,0,34,0,30,0,0,0,0,24,19,37,0,0,0,0,0,3,0,0,0,0,0,0,20,2,0,0,0,0,0,0,0,0,0
11328,39498,null,null,null,null,null,null,251,3,175.1,0,0,0,0,34,0,30,0,0,0,0,24,19,37,0,0,0,0,0,3,0,0,0,0,0,0,20,2,0,0,0,0,0,0,0,0,0
11328,39499,null,null,null,null,null,null,179,3,179.7,0,0,0,0,34,0,30,0,0,0,0,24,19,37,0,0,0,0,0,3,0,0,0,0,0,0,20,2,0,0,0,0,0,0,0,0,0
11328,39502,null,null,null,null,null,null,290,5,176.0333,0,0,0,0,34,0,30,0,0,0,0,24,19,37,0,0,0,0,0,3,0,0,0,0,0,0,20,2,0,0,0,0,0,0,0,0,0
11328,39503,null,null,null,null,null,null,266,5,227.8667,0,0,0,0,34,0,30,0,0,0,0,24,19,37,0,0,0,0,0,3,0,0,0,0,0,0,20,2,0,0,0,0,0,0,0,0,0
11328,39505,null,null,null,null,null,null,237,5,223.1167,0,0,0,0,34,0,30,0,0,0,0,24,19,37,0,0,0,0,0,3,0,0,0,0,0,0,20,2,0,0,0,0,0,0,0,0,0
11328,39509,null,null,null,null,null,null,211,5,130.25,0,0,0,0,34,0,30,0,0,0,0,24,19,37,0,0,0,0,0,3,0,0,0,0,0,0,20,2,0,0,0,0,0,0,0,0,0
11328,39510,null,null,null,null,null,null,209,3,187.6333,0,0,0,0,34,0,30,0,0,0,0,24,19,37,0,0,0,0,0,3,0,0,0,0,0,0,20,2,0,0,0,0,0,0,0,0,0
11328,39511,null,null,null,null,null,null,276,5,211.8167,0,0,0,0,34,0,30,0,0,0,0,24,19,37,0,0,0,0,0,3,0,0,0,0,0,0,20,2,0,0,0,0,0,0,0,0,0
11328,39512,null,null,null,null,null,null,174,2,115.8167,0,0,0,0,34,0,30,0,0,0,0,24,19,37,0,0,0,0,0,3,0,0,0,0,0,0,20,2,0,0,0,0,0,0,0,0,0
11328,39513,null,null,null,null,null,null,251,5,199.5667,0,0,0,0,34,0,30,0,0,0,0,24,19,37,0,0,0,0,0,3,0,0,0,0,0,0,20,2,0,0,0,0,0,0,0,0,0
11328,39514,null,null,null,null,null,null,205,3,177.4333,0,0,0,0,34,0,30,0,0,0,0,24,19,37,0,0,0,0,0,3,0,0,0,0,0,0,20,2,0,0,0,0,0,0,0,0,0
11328,39515,null,null,null,null,null,null,183,4,199.1167,0,0,0,0,34,0,30,0,0,0,0,24,19,37,0,0,0,0,0,3,0,0,0,0,0,0,20,2,0,0,0,0,0,0,0,0,0
11328,39517,null,null,null,null,null,null,233,4,173.9167,0,0,0,0,34,0,30,0,0,0,0,24,19,37,0,0,0,0,0,3,0,0,0,0,0,0,20,2,0,0,0,0,0,0,0,0,0
39330,39518,null,null,null,87,2,66.95,null,null,null,0,0,0,0,10,0,2,0,0,1,0,8,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39330,39520,null,null,null,20,null,26.9167,null,null,null,0,0,0,0,10,0,2,0,0,1,0,8,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39330,39522,null,null,null,30,null,32.1,null,null,null,0,0,0,0,10,0,2,0,0,1,0,8,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39330,39523,null,null,null,34,1,47.7333,null,null,null,0,0,0,0,10,0,2,0,0,1,0,8,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38615,39577,null,null,null,null,null,null,42,null,22.6833,0,0,0,0,69,0,36,0,0,0,0,14,83,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38162,39579,null,null,null,244,8,340.5667,null,null,null,0,0,0,0,24,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41239,39579,null,null,null,244,8,340.5667,null,null,null,0,0,0,0,30,1,20,0,0,0,0,16,13,24,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38615,39580,null,null,null,null,null,null,2,null,0,0,0,0,0,69,0,36,0,0,0,0,14,83,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38615,39581,null,null,null,null,null,null,89,1,21.8167,0,0,0,0,69,0,36,0,0,0,0,14,83,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38615,39582,null,null,null,null,null,null,97,null,40.2833,0,0,0,0,69,0,36,0,0,0,0,14,83,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38162,39583,null,null,null,183,7,159.1667,null,null,null,0,0,0,0,24,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38615,39584,null,null,null,null,null,null,30,null,23.8833,0,0,0,0,69,0,36,0,0,0,0,14,83,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38615,39586,null,null,null,null,null,null,109,null,38.6333,0,0,0,0,69,0,36,0,0,0,0,14,83,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38162,39587,null,null,null,114,3,136.6667,null,null,null,0,0,0,0,24,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41239,39587,null,null,null,114,3,136.6667,null,null,null,0,0,0,0,30,1,20,0,0,0,0,16,13,24,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38162,39588,null,null,null,55,1,52.15,null,null,null,0,0,0,0,24,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41239,39588,null,null,null,55,1,52.15,null,null,null,0,0,0,0,30,1,20,0,0,0,0,16,13,24,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38615,39590,null,null,null,null,null,null,47,null,17.6667,0,0,0,0,69,0,36,0,0,0,0,14,83,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38162,39591,null,null,null,344,12,454.5833,null,null,null,0,0,0,0,24,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41239,39591,null,null,null,344,12,454.5833,null,null,null,0,0,0,0,30,1,20,0,0,0,0,16,13,24,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38162,39592,null,null,null,84,3,99.3667,null,null,null,0,0,0,0,24,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41239,39592,null,null,null,84,3,99.3667,null,null,null,0,0,0,0,30,1,20,0,0,0,0,16,13,24,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38162,39593,null,null,null,151,4,220.4667,null,null,null,0,0,0,0,24,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41239,39593,null,null,null,151,4,220.4667,null,null,null,0,0,0,0,30,1,20,0,0,0,0,16,13,24,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38162,39595,null,null,null,397,11,350.5333,null,null,null,0,0,0,0,24,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41239,39595,null,null,null,397,11,350.5333,null,null,null,0,0,0,0,30,1,20,0,0,0,0,16,13,24,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38162,39596,null,null,null,79,1,67.2667,null,null,null,0,0,0,0,24,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41239,39596,null,null,null,79,1,67.2667,null,null,null,0,0,0,0,30,1,20,0,0,0,0,16,13,24,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38615,39597,null,null,null,null,null,null,37,null,46.2167,0,0,0,0,69,0,36,0,0,0,0,14,83,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38162,39598,null,null,null,1,null,0,null,null,null,0,0,0,0,24,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38615,39599,null,null,null,null,null,null,17,null,11.0667,0,0,0,0,69,0,36,0,0,0,0,14,83,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38162,39601,null,null,null,277,10,266.85,null,null,null,0,0,0,0,24,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41239,39601,null,null,null,277,10,266.85,null,null,null,0,0,0,0,30,1,20,0,0,0,0,16,13,24,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38162,39602,null,null,null,276,8,288.8167,null,null,null,0,0,0,0,24,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41239,39602,null,null,null,276,8,288.8167,null,null,null,0,0,0,0,30,1,20,0,0,0,0,16,13,24,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38615,39604,null,null,null,null,null,null,95,null,35.4333,0,0,0,0,69,0,36,0,0,0,0,14,83,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38162,39605,null,null,null,365,12,363.4833,null,null,null,0,0,0,0,24,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
