user_id,play_iteration_id,episode_id,standard,instance,support_level,taskcount,task_id,task_description,why_important,time_completed
38166,29809,1,null,null,null,4,3,Dialog with Sofia (intern) in Director's Office (dirOffice),null,9/20/17 10:26
38166,29809,1,null,null,null,1,5,Dialog with Mai (social) in Visitor's Area (visitors),null,9/20/17 10:33
38166,29809,1,null,null,null,2,5,Dialog with Mai (social) in Visitor's Area (visitors),null,9/20/17 10:33
38166,29809,1,null,null,null,1,6,Dialog with Suna (mother) in Visitor's Area (visitors),null,9/20/17 10:32
38166,29809,1,null,null,null,2,6,Dialog with Suna (mother) in Visitor's Area (visitors),null,9/20/17 10:35
38166,29809,1,null,null,null,3,6,Dialog with Suna (mother) in Visitor's Area (visitors),null,9/20/17 10:41
38166,29809,1,null,null,null,1,11,Read story on tablet in directors office DO,null,9/20/17 10:20
38166,29809,1,null,null,null,1,16,Read flyers in PARK,null,9/20/17 10:40
38166,29809,1,null,null,null,1,316,Episode started,null,9/20/17 14:08
38167,29810,1,null,null,null,1,1,Dialog with Pierre (healthEd) in Office Hub (hub),null,9/20/17 10:18
38167,29810,1,null,null,null,2,1,Dialog with Pierre (healthEd) in Office Hub (hub),null,9/20/17 10:18
38167,29810,1,null,null,null,1,2,Staff Meeting (staffmeeting) in Classroom (classroom),null,9/20/17 10:25
38167,29810,1,null,null,null,1,3,Dialog with Sofia (intern) in Director's Office (dirOffice),null,9/20/17 10:14
38167,29810,1,null,null,null,1,5,Dialog with Mai (social) in Visitor's Area (visitors),null,9/20/17 10:19
38167,29810,1,null,null,null,1,6,Dialog with Suna (mother) in Visitor's Area (visitors),null,9/20/17 10:21
38167,29810,1,null,null,null,1,8,Dialog with Suna (mother) in Consulting Office (office),null,9/20/17 10:31
38167,29810,1,null,null,null,1,9,Dialog with Clive (youthCo) in Office Hub (hub),null,9/20/17 10:35
38167,29810,1,null,null,null,1,11,Read story on tablet in directors office DO,null,9/20/17 10:16
38167,29810,1,null,null,null,2,11,Read story on tablet in directors office DO,null,9/20/17 10:37
38167,29810,1,null,null,null,1,13,Read bulletinBoard in HUB,null,9/20/17 10:17
38167,29810,1,null,null,null,2,13,Read bulletinBoard in HUB,null,9/20/17 10:35
38167,29810,1,null,null,null,1,14,Dialog with Mai (social) in Consulting Office (office),null,9/20/17 10:29
38167,29810,1,null,null,null,1,15,Read bulletinBoard in VISITOR'S AREA,null,9/20/17 10:21
38167,29810,1,null,null,null,1,16,Read flyers in PARK,null,9/20/17 10:36
38167,29810,1,null,null,null,1,17,See map in PARK,null,9/20/17 10:37
38167,29810,1,null,null,null,1,35,Hello Kitty,null,9/20/17 10:27
38167,29810,1,null,null,null,1,39,Read bulletinBoard in CONSULTING OFFICE,null,9/20/17 10:28
38167,29810,1,null,null,null,1,316,Episode started,null,9/20/17 14:08
38173,29806,1,null,null,null,1,1,Dialog with Pierre (healthEd) in Office Hub (hub),null,9/20/17 10:26
38173,29806,1,null,null,null,2,1,Dialog with Pierre (healthEd) in Office Hub (hub),null,9/20/17 10:26
38173,29806,1,null,null,null,3,1,Dialog with Pierre (healthEd) in Office Hub (hub),null,9/20/17 10:26
38173,29806,1,null,null,null,1,2,Staff Meeting (staffmeeting) in Classroom (classroom),null,9/20/17 10:38
38173,29806,1,null,null,null,2,2,Staff Meeting (staffmeeting) in Classroom (classroom),null,9/20/17 10:38
38173,29806,1,null,null,null,3,2,Staff Meeting (staffmeeting) in Classroom (classroom),null,9/20/17 10:38
38173,29806,1,null,null,null,4,2,Staff Meeting (staffmeeting) in Classroom (classroom),null,9/20/17 10:39
38173,29806,1,null,null,null,5,2,Staff Meeting (staffmeeting) in Classroom (classroom),null,9/20/17 10:39
38173,29806,1,null,null,null,1,3,Dialog with Sofia (intern) in Director's Office (dirOffice),null,9/20/17 10:22
38173,29806,1,null,null,null,1,5,Dialog with Mai (social) in Visitor's Area (visitors),null,9/20/17 10:28
38173,29806,1,null,null,null,1,6,Dialog with Suna (mother) in Visitor's Area (visitors),null,9/20/17 10:30
38173,29806,1,null,null,null,1,8,Dialog with Suna (mother) in Consulting Office (office),null,9/20/17 10:39
38173,29806,1,null,null,null,2,8,Dialog with Suna (mother) in Consulting Office (office),null,9/20/17 10:40
38173,29806,1,null,null,null,3,8,Dialog with Suna (mother) in Consulting Office (office),null,9/20/17 10:40
38173,29806,1,null,null,null,4,8,Dialog with Suna (mother) in Consulting Office (office),null,9/20/17 10:41
38173,29806,1,null,null,null,1,9,Dialog with Clive (youthCo) in Office Hub (hub),null,9/20/17 10:42
38173,29806,1,null,null,null,2,9,Dialog with Clive (youthCo) in Office Hub (hub),null,9/20/17 10:42
38173,29806,1,null,null,null,1,11,Read story on tablet in directors office DO,null,9/20/17 10:09
38173,29806,1,null,null,null,2,11,Read story on tablet in directors office DO,null,9/20/17 10:16
38173,29806,1,null,null,null,1,35,Hello Kitty,null,9/20/17 10:40
38173,29806,1,null,null,null,1,316,Episode started,null,9/20/17 14:03
38175,29956,1,null,null,null,1,1,Dialog with Pierre (healthEd) in Office Hub (hub),null,9/22/17 9:20
38175,29956,1,null,null,null,2,1,Dialog with Pierre (healthEd) in Office Hub (hub),null,9/22/17 9:45
38175,29956,1,null,null,null,3,1,Dialog with Pierre (healthEd) in Office Hub (hub),null,9/22/17 9:45
38175,29956,1,null,null,null,1,3,Dialog with Sofia (intern) in Director's Office (dirOffice),null,9/22/17 9:18
38175,29956,1,null,null,null,1,5,Dialog with Mai (social) in Visitor's Area (visitors),null,9/22/17 9:21
38175,29956,1,null,null,null,2,5,Dialog with Mai (social) in Visitor's Area (visitors),null,9/22/17 9:45
38175,29956,1,null,null,null,3,5,Dialog with Mai (social) in Visitor's Area (visitors),null,9/22/17 9:49
38175,29956,1,null,null,null,1,13,Read bulletinBoard in HUB,null,9/22/17 9:49
38175,29956,1,null,null,null,1,15,Read bulletinBoard in VISITOR'S AREA,null,9/22/17 9:39
38175,29956,1,null,null,null,2,15,Read bulletinBoard in VISITOR'S AREA,null,9/22/17 9:41
38175,29956,1,null,null,null,1,16,Read flyers in PARK,null,9/22/17 9:38
38175,29956,1,null,null,null,1,17,See map in PARK,null,9/22/17 9:38
38175,29956,1,null,null,null,1,19,Read bulletinBoard in COFFEE,null,9/22/17 9:42
38175,29956,1,null,null,null,1,35,Hello Kitty,null,9/22/17 9:21
38175,29956,1,null,null,null,2,35,Hello Kitty,null,9/22/17 9:22
38175,29956,1,null,null,null,3,35,Hello Kitty,null,9/22/17 9:38
38175,29956,1,null,null,null,4,35,Hello Kitty,null,9/22/17 9:39
38175,29956,1,null,null,null,5,35,Hello Kitty,null,9/22/17 9:46
38175,29956,1,null,null,null,1,39,Read bulletinBoard in CONSULTING OFFICE,null,9/22/17 9:21
38175,29956,1,null,null,null,2,39,Read bulletinBoard in CONSULTING OFFICE,null,9/22/17 9:45
38175,29956,1,null,null,null,1,316,Episode started,null,9/22/17 13:16
38176,29924,1,null,null,null,1,11,Read story on tablet in directors office DO,null,9/21/17 14:48
38176,29924,1,null,null,null,1,316,Episode started,null,9/21/17 18:48
38178,30601,1,null,null,null,1,3,Dialog with Sofia (intern) in Director's Office (dirOffice),null,10/5/17 16:52
38178,30601,1,null,null,null,2,3,Dialog with Sofia (intern) in Director's Office (dirOffice),null,10/5/17 16:53
38178,30601,1,null,null,null,3,3,Dialog with Sofia (intern) in Director's Office (dirOffice),null,10/5/17 16:53
38178,30601,1,null,null,null,1,5,Dialog with Mai (social) in Visitor's Area (visitors),null,10/5/17 16:57
38178,30601,1,null,null,null,1,6,Dialog with Suna (mother) in Visitor's Area (visitors),null,10/5/17 16:56
38178,30601,1,null,null,null,2,6,Dialog with Suna (mother) in Visitor's Area (visitors),null,10/5/17 16:58
38178,30601,1,null,null,null,3,6,Dialog with Suna (mother) in Visitor's Area (visitors),null,10/5/17 16:58
38178,30601,1,null,null,null,1,11,Read story on tablet in directors office DO,null,10/5/17 16:52
38178,30601,1,null,null,null,2,11,Read story on tablet in directors office DO,null,10/5/17 16:52
38178,30601,1,null,null,null,3,11,Read story on tablet in directors office DO,null,10/5/17 16:53
38178,30601,1,null,null,null,4,11,Read story on tablet in directors office DO,null,10/5/17 16:54
38178,30601,1,null,null,null,5,11,Read story on tablet in directors office DO,null,10/5/17 16:58
38178,30601,1,null,null,null,1,15,Read bulletinBoard in VISITOR'S AREA,null,10/5/17 16:58
38178,30601,1,null,null,null,1,16,Read flyers in PARK,null,10/5/17 16:57
38178,30601,1,null,null,null,1,17,See map in PARK,null,10/5/17 16:59
38178,30601,1,null,null,null,1,35,Hello Kitty,null,10/5/17 16:59
38178,30601,1,null,null,null,1,39,Read bulletinBoard in CONSULTING OFFICE,null,10/5/17 16:59
38178,30601,1,null,null,null,1,316,Episode started,null,10/5/17 16:48
38184,29840,2,null,null,null,1,42,Read Webpage on Laptop in DirectorOffice (dirOffice),null,9/20/17 13:51
38184,29840,2,null,null,null,1,43,Read TDB Article on Tablet in DirectorOffice (dirOffice),null,9/20/17 13:51
38184,29840,2,null,null,null,1,46,Read Shelter Listing in Book in OfficeHub (hub),null,9/20/17 14:00
38184,29840,2,null,null,null,2,46,Read Shelter Listing in Book in OfficeHub (hub),null,9/20/17 14:00
38184,29840,2,null,null,null,1,50,See News on TVMonitor in Classroom,null,9/20/17 14:02
38184,29840,2,null,null,null,1,56,Dialog with Pierre (healthEd) in DirectorOffice (dirOffice),null,9/20/17 13:55
38184,29840,2,null,null,null,1,58,Dialog with Sofia (intern) in OfficeHub (hub),null,9/20/17 13:58
38184,29840,2,null,null,null,2,58,Dialog with Sofia (intern) in OfficeHub (hub),null,9/20/17 14:00
38184,29840,2,null,null,null,1,317,Episode started,null,9/20/17 17:48
38191,38979,7,null,null,null,1,180,Dialog with Mai (social) in DirectorOffice (dirOffice),null,1/10/18 19:45
38191,38979,7,null,null,null,1,322,Episode started,null,1/10/18 19:44
38194,38980,11,null,null,null,1,280,Dialog with Sofia (intern) in DirectorOffice (dirOffice),null,1/10/18 19:45
38194,38980,11,null,null,null,1,281,Dialog with Clive (youthCo) in OfficeHub (hub),null,1/10/18 19:46
38194,38980,11,null,null,null,1,326,Episode started,null,1/10/18 19:45
38196,31912,5,null,null,null,1,113,Dialog with Sofia (intern) in DirectorOffice (dirOffice),null,10/30/17 19:58
38196,31912,5,null,null,null,1,114,Dialog with Mai (social) in OfficeHub (hub),null,10/30/17 20:02
38196,31912,5,null,null,null,1,119,Dialog with Sofia (intern) in VisitorArea (visitor),null,10/30/17 20:04
38196,31912,5,null,null,null,1,122,Dialog with Kwesi (cat) in Consulting (office),null,10/30/17 20:03
38196,31912,5,null,null,null,1,123,Dialog with Pierre (healthEd) in Consulting (office),null,10/30/17 20:04
38196,31912,5,null,null,null,1,127,Read TDBArticle on Tablet in DirectorOffice (dirOffice),null,11/1/17 20:23
38196,31912,5,null,null,null,2,127,Read TDBArticle on Tablet in DirectorOffice (dirOffice),null,11/8/17 21:49
38196,31912,5,null,null,null,1,320,Episode started,null,10/30/17 19:56
38197,38974,10,null,null,null,1,247,Read TDBArticle on Tablet in DirectorOffice (dirOffice),null,1/10/18 19:43
38197,38974,10,null,null,null,1,248,Read Security Systems Webpage on Computer in OfficeHub (hub),null,1/10/18 19:45
38197,38974,10,null,null,null,1,255,Dialog with Pierre (healthEd) in DirectorOffice (dirOffice),null,1/10/18 19:45
38197,38974,10,null,null,null,1,256,Dialog with Clive (youthCo) in OfficeHub (hub),null,1/10/18 19:46
38197,38974,10,null,null,null,1,325,Episode started,null,1/10/18 19:43
38198,38977,6,null,null,null,1,152,Dialog with Pierre (healthEd) in DirectorOffice (dirOffice),null,1/10/18 19:46
38198,38977,6,null,null,null,1,321,Episode started,null,1/10/18 19:43
38199,38964,9,null,null,null,1,230,Dialog with Sofia (intern) in DirectorOffice (dirOffice),null,1/10/18 19:38
38199,38964,9,null,null,null,1,231,Dialog with Scout & Kwesi (dogandcat) in DirectorOffice (dirOffice),null,1/10/18 19:43
38199,38964,9,null,null,null,1,232,Dialog with Scout & Kwesi (dogandcat) in OfficeHub (hub),null,1/10/18 19:38
38199,38964,9,null,null,null,1,234,Dialog with Clive (youthCo) in VisitorArea (visitor),null,1/10/18 19:41
38199,38964,9,null,null,null,2,234,Dialog with Clive (youthCo) in VisitorArea (visitor),null,1/10/18 19:42
38199,38964,9,null,null,null,3,234,Dialog with Clive (youthCo) in VisitorArea (visitor),null,1/10/18 19:44
38199,38964,9,null,null,null,1,237,Dialog with Suna (mother) in Classroom,null,1/10/18 19:42
38199,38964,9,null,null,null,2,237,Dialog with Suna (mother) in Classroom,null,1/10/18 19:45
38199,38964,9,null,null,null,1,241,Dialog with Teresa (citizen) in Classroom,null,1/10/18 19:41
38199,38964,9,null,null,null,1,242,Dialog with Pierre (healthEd) in Consulting (office),null,1/10/18 19:40
38199,38964,9,null,null,null,1,244,Dialog with Feza (kid) in Consulting (office),null,1/10/18 19:39
38199,38964,9,null,null,null,2,244,Dialog with Feza (kid) in Consulting (office),null,1/10/18 19:43
38199,38964,9,null,null,null,3,244,Dialog with Feza (kid) in Consulting (office),null,1/10/18 19:43
38199,38964,9,null,null,null,1,324,Episode started,null,1/10/18 19:37
38200,38978,12,null,null,null,1,299,Dialog with Gabe (edProgram) in DirectorOffice (dirOffice),null,1/10/18 19:45
38200,38978,12,null,null,null,1,327,Episode started,null,1/10/18 19:43
38201,38969,12,null,null,null,1,298,Read Message from Board of Directors on Smartphone,null,1/10/18 19:45
38201,38969,12,null,null,null,1,299,Dialog with Gabe (edProgram) in DirectorOffice (dirOffice),null,1/10/18 19:42
38201,38969,12,null,null,null,1,302,Dialog with Mai (social) in OfficeHub (hub),null,1/10/18 19:42
38201,38969,12,null,null,null,1,303,Dialog with Suna (mother) in VisitorArea (visitor),null,1/10/18 19:46
38201,38969,12,null,null,null,1,304,Dialog with Staff (staffmeeting) in Classroom,null,1/10/18 19:45
38201,38969,12,null,null,null,1,305,Dialog with Mai (social) in Consulting (office),null,1/10/18 19:46
38201,38969,12,null,null,null,2,305,Dialog with Mai (social) in Consulting (office),null,1/10/18 19:46
38201,38969,12,null,null,null,1,307,Dialog with Sofia (intern) in CoffeeShop (coffee),null,1/10/18 19:44
38201,38969,12,null,null,null,1,312,Dialog with Ernie (intern) in CoffeeShop (coffee),null,1/10/18 19:44
38201,38969,12,null,null,null,1,327,Episode started,null,1/10/18 19:41
38202,38981,11,null,null,null,1,326,Episode started,null,1/10/18 19:45
38203,38973,12,null,null,null,1,293,Read TDBArticle on Tablet in DirectorOffice (dirOffice),null,1/10/18 19:43
38203,38973,12,null,null,null,1,299,Dialog with Gabe (edProgram) in DirectorOffice (dirOffice),null,1/10/18 19:44
38203,38973,12,null,null,null,1,302,Dialog with Mai (social) in OfficeHub (hub),null,1/10/18 19:45
38203,38973,12,null,null,null,1,307,Dialog with Sofia (intern) in CoffeeShop (coffee),null,1/10/18 19:46
38203,38973,12,null,null,null,1,327,Episode started,null,1/10/18 19:43
38204,29971,1,null,null,null,2,316,Episode started,null,9/22/17 20:13
38205,38982,11,null,null,null,1,326,Episode started,null,1/10/18 19:46
38206,38970,9,null,null,null,1,230,Dialog with Sofia (intern) in DirectorOffice (dirOffice),null,1/10/18 19:45
38206,38970,9,null,null,null,1,232,Dialog with Scout & Kwesi (dogandcat) in OfficeHub (hub),null,1/10/18 19:45
38206,38970,9,null,null,null,1,324,Episode started,null,1/10/18 19:42
38209,38976,11,null,null,null,1,279,Read Message from Head of Board of Directors on Smartphone,null,1/10/18 19:44
38209,38976,11,null,null,null,1,280,Dialog with Sofia (intern) in DirectorOffice (dirOffice),null,1/10/18 19:44
38209,38976,11,null,null,null,1,281,Dialog with Clive (youthCo) in OfficeHub (hub),null,1/10/18 19:46
38209,38976,11,null,null,null,1,326,Episode started,null,1/10/18 19:43
38213,30213,2,null,null,null,1,48,Read Jobs Listing on JobBoard (bulletinboard) in VisitorArea (visitor),null,1/10/18 19:46
38213,30213,2,null,null,null,1,56,Dialog with Pierre (healthEd) in DirectorOffice (dirOffice),null,1/10/18 19:45
38213,30213,2,null,null,null,1,67,Dialog with Kwesi (cat) in Consulting (office),null,1/10/18 19:46
38213,30213,2,null,null,null,1,317,Episode started,null,9/27/17 18:16
38214,29995,2,null,null,null,1,42,Read Webpage on Laptop in DirectorOffice (dirOffice),null,9/22/17 20:53
38214,29995,2,null,null,null,2,42,Read Webpage on Laptop in DirectorOffice (dirOffice),null,9/22/17 20:53
38214,29995,2,null,null,null,3,42,Read Webpage on Laptop in DirectorOffice (dirOffice),null,11/1/17 20:22
38214,29995,2,null,null,null,4,42,Read Webpage on Laptop in DirectorOffice (dirOffice),null,11/1/17 20:23
38214,29995,2,null,null,null,1,43,Read TDB Article on Tablet in DirectorOffice (dirOffice),null,9/22/17 20:53
38214,29995,2,null,null,null,2,43,Read TDB Article on Tablet in DirectorOffice (dirOffice),null,11/1/17 20:23
38214,29995,2,null,null,null,1,49,Read Message(s) on PosterEasel (easel) in VisitorArea (visitor),null,10/18/17 20:33
38214,29995,2,null,null,null,2,49,Read Message(s) on PosterEasel (easel) in VisitorArea (visitor),null,10/18/17 20:45
38214,29995,2,null,null,null,3,49,Read Message(s) on PosterEasel (easel) in VisitorArea (visitor),null,11/1/17 20:22
38214,29995,2,null,null,null,1,53,See Missing Pet Posters on Tree in Park,null,11/1/17 20:28
38214,29995,2,null,null,null,1,54,See Evacuation Map on Sign in Park,null,10/30/17 19:57
38214,29995,2,null,null,null,2,54,See Evacuation Map on Sign in Park,null,11/1/17 20:28
38214,29995,2,null,null,null,1,55,See Flyers on Bulletin Board in CoffeeShop (coffee),null,10/18/17 20:34
38214,29995,2,null,null,null,2,55,See Flyers on Bulletin Board in CoffeeShop (coffee),null,11/1/17 20:28
38214,29995,2,null,null,null,1,56,Dialog with Pierre (healthEd) in DirectorOffice (dirOffice),null,9/22/17 20:49
38214,29995,2,null,null,null,2,56,Dialog with Pierre (healthEd) in DirectorOffice (dirOffice),null,9/22/17 20:53
38214,29995,2,null,null,null,3,56,Dialog with Pierre (healthEd) in DirectorOffice (dirOffice),null,10/18/17 20:35
38214,29995,2,null,null,null,4,56,Dialog with Pierre (healthEd) in DirectorOffice (dirOffice),null,11/1/17 20:22
38214,29995,2,null,null,null,1,58,Dialog with Sofia (intern) in OfficeHub (hub),null,9/22/17 20:49
38214,29995,2,null,null,null,2,58,Dialog with Sofia (intern) in OfficeHub (hub),null,9/22/17 20:53
38214,29995,2,null,null,null,3,58,Dialog with Sofia (intern) in OfficeHub (hub),null,10/18/17 20:33
38214,29995,2,null,null,null,4,58,Dialog with Sofia (intern) in OfficeHub (hub),null,10/18/17 20:45
38214,29995,2,null,null,null,5,58,Dialog with Sofia (intern) in OfficeHub (hub),null,10/30/17 19:50
38214,29995,2,null,null,null,6,58,Dialog with Sofia (intern) in OfficeHub (hub),null,11/1/17 20:22
38214,29995,2,null,null,null,7,58,Dialog with Sofia (intern) in OfficeHub (hub),null,11/1/17 20:26
38214,29995,2,null,null,null,1,64,Dialog with Gabe (edProgram) in Classroom,null,9/22/17 20:51
38214,29995,2,null,null,null,2,64,Dialog with Gabe (edProgram) in Classroom,null,11/1/17 20:27
38214,29995,2,null,null,null,1,65,Dialog with Mai (social) in Consulting (office),null,9/22/17 20:50
38214,29995,2,null,null,null,2,65,Dialog with Mai (social) in Consulting (office),null,9/22/17 20:53
38214,29995,2,null,null,null,3,65,Dialog with Mai (social) in Consulting (office),null,9/22/17 20:54
38214,29995,2,null,null,null,4,65,Dialog with Mai (social) in Consulting (office),null,10/18/17 20:33
38214,29995,2,null,null,null,5,65,Dialog with Mai (social) in Consulting (office),null,10/18/17 20:35
38214,29995,2,null,null,null,6,65,Dialog with Mai (social) in Consulting (office),null,11/1/17 20:27
38214,29995,2,null,null,null,1,67,Dialog with Kwesi (cat) in Consulting (office),null,10/18/17 20:33
38214,29995,2,null,null,null,2,67,Dialog with Kwesi (cat) in Consulting (office),null,11/1/17 20:27
38214,29995,2,null,null,null,1,317,Episode started,null,9/22/17 20:48
38214,31086,6,null,null,null,1,152,Dialog with Pierre (healthEd) in DirectorOffice (dirOffice),null,10/30/17 19:45
38214,31086,6,null,null,null,1,153,Dialog with Mai (social) in OfficeHub (hub),null,10/30/17 19:47
38214,31086,6,null,null,null,1,158,Dialog with Sofia (intern) in OfficeHub (hub),null,10/30/17 19:48
38214,31086,6,null,null,null,1,321,Episode started,null,10/18/17 20:23
38214,31923,12,null,null,null,1,327,Episode started,null,10/30/17 20:06
38214,38968,4,null,null,null,1,97,Read Message(s) on PosterEasel (easel) in VisitorArea (visitor),null,1/10/18 19:45
38214,38968,4,null,null,null,1,100,Dialog with Gabe (edProgram) in DirectorOffice (dirOffice),null,1/10/18 19:43
38214,38968,4,null,null,null,1,101,Dialog with Clive (youthCo) in OfficeHub (hub),null,1/10/18 19:44
38214,38968,4,null,null,null,1,102,Dialog with Suna (mother) in VisitorArea (visitor),null,1/10/18 19:44
38214,38968,4,null,null,null,1,169,See Volunteer Request on Tree in Park,null,1/10/18 19:45
38214,38968,4,null,null,null,1,319,Episode started,null,1/10/18 19:40
38215,29935,1,null,null,null,1,1,Dialog with Pierre (healthEd) in Office Hub (hub),null,9/21/17 16:34
38215,29935,1,null,null,null,1,2,Staff Meeting (staffmeeting) in Classroom (classroom),null,9/21/17 16:50
38215,29935,1,null,null,null,1,3,Dialog with Sofia (intern) in Director's Office (dirOffice),null,9/21/17 16:28
38215,29935,1,null,null,null,1,5,Dialog with Mai (social) in Visitor's Area (visitors),null,9/21/17 16:48
38215,29935,1,null,null,null,1,6,Dialog with Suna (mother) in Visitor's Area (visitors),null,9/21/17 16:29
38215,29935,1,null,null,null,2,6,Dialog with Suna (mother) in Visitor's Area (visitors),null,9/21/17 16:47
38215,29935,1,null,null,null,3,6,Dialog with Suna (mother) in Visitor's Area (visitors),null,9/21/17 16:49
38215,29935,1,null,null,null,1,8,Dialog with Suna (mother) in Consulting Office (office),null,9/21/17 16:51
38215,29935,1,null,null,null,2,8,Dialog with Suna (mother) in Consulting Office (office),null,9/21/17 16:54
38215,29935,1,null,null,null,1,9,Dialog with Clive (youthCo) in Office Hub (hub),null,9/21/17 16:55
38215,29935,1,null,null,null,2,9,Dialog with Clive (youthCo) in Office Hub (hub),null,9/21/17 16:56
38215,29935,1,null,null,null,1,11,Read story on tablet in directors office DO,null,9/21/17 16:24
38215,29935,1,null,null,null,2,11,Read story on tablet in directors office DO,null,9/21/17 16:24
38215,29935,1,null,null,null,3,11,Read story on tablet in directors office DO,null,9/21/17 16:29
38215,29935,1,null,null,null,4,11,Read story on tablet in directors office DO,null,9/21/17 16:45
38215,29935,1,null,null,null,5,11,Read story on tablet in directors office DO,null,9/21/17 16:46
38215,29935,1,null,null,null,6,11,Read story on tablet in directors office DO,null,9/21/17 16:48
38215,29935,1,null,null,null,7,11,Read story on tablet in directors office DO,null,9/21/17 16:48
38215,29935,1,null,null,null,1,14,Dialog with Mai (social) in Consulting Office (office),null,9/21/17 16:52
38215,29935,1,null,null,null,2,14,Dialog with Mai (social) in Consulting Office (office),null,9/21/17 16:54
38215,29935,1,null,null,null,1,15,Read bulletinBoard in VISITOR'S AREA,null,9/21/17 16:34
38215,29935,1,null,null,null,2,15,Read bulletinBoard in VISITOR'S AREA,null,9/21/17 16:49
38215,29935,1,null,null,null,3,15,Read bulletinBoard in VISITOR'S AREA,null,9/21/17 16:53
38215,29935,1,null,null,null,1,16,Read flyers in PARK,null,9/21/17 16:33
38215,29935,1,null,null,null,2,16,Read flyers in PARK,null,9/21/17 16:54
38215,29935,1,null,null,null,1,35,Hello Kitty,null,9/21/17 16:51
38215,29935,1,null,null,null,2,35,Hello Kitty,null,9/21/17 16:54
38215,29935,1,null,null,null,1,39,Read bulletinBoard in CONSULTING OFFICE,null,9/21/17 16:52
38215,29935,1,null,null,null,1,316,Episode started,null,9/21/17 20:24
38218,36418,1,null,null,null,1,1,Dialog with Pierre (healthEd) in Office Hub (hub),null,12/8/17 15:59
38218,36418,1,null,null,null,1,2,Staff Meeting (staffmeeting) in Classroom (classroom),null,12/8/17 16:04
38218,36418,1,null,null,null,2,2,Staff Meeting (staffmeeting) in Classroom (classroom),null,12/8/17 16:04
38218,36418,1,null,null,null,1,3,Dialog with Sofia (intern) in Director's Office (dirOffice),null,12/8/17 15:58
38218,36418,1,null,null,null,1,5,Dialog with Mai (social) in Visitor's Area (visitors),null,12/8/17 16:01
38218,36418,1,null,null,null,1,6,Dialog with Suna (mother) in Visitor's Area (visitors),null,12/8/17 16:01
38218,36418,1,null,null,null,1,8,Dialog with Suna (mother) in Consulting Office (office),null,12/8/17 16:06
38218,36418,1,null,null,null,1,9,Dialog with Clive (youthCo) in Office Hub (hub),null,12/8/17 16:08
38218,36418,1,null,null,null,1,14,Dialog with Mai (social) in Consulting Office (office),null,12/8/17 16:06
38218,36418,1,null,null,null,1,35,Hello Kitty,null,12/8/17 16:05
38218,36418,1,null,null,null,1,316,Episode started,null,12/8/17 15:56
38223,29955,1,null,null,null,1,3,Dialog with Sofia (intern) in Director's Office (dirOffice),null,9/22/17 0:22
38223,29955,1,null,null,null,1,11,Read story on tablet in directors office DO,null,9/22/17 0:22
38223,29955,1,null,null,null,1,316,Episode started,null,9/22/17 4:21
38225,30304,2,null,null,null,2,317,Episode started,null,9/28/17 14:38
38232,33581,6,null,null,null,1,321,Episode started,null,11/14/17 21:44
38232,33583,5,null,null,null,1,320,Episode started,null,11/14/17 21:44
38236,38975,11,null,null,null,1,279,Read Message from Head of Board of Directors on Smartphone,null,1/10/18 19:45
38236,38975,11,null,null,null,1,280,Dialog with Sofia (intern) in DirectorOffice (dirOffice),null,1/10/18 19:44
38236,38975,11,null,null,null,1,281,Dialog with Clive (youthCo) in OfficeHub (hub),null,1/10/18 19:45
38236,38975,11,null,null,null,1,284,Dialog with Pierre (healthEd) in Consulting (office),null,1/10/18 19:46
38236,38975,11,null,null,null,1,326,Episode started,null,1/10/18 19:43
38286,38712,4,null,null,null,1,319,Episode started,null,1/8/18 15:11
38287,38714,4,null,null,null,1,319,Episode started,null,1/8/18 15:12
38287,40897,5,null,null,null,1,320,Episode started,null,2/5/18 17:57
38301,29957,1,null,null,null,1,3,Dialog with Sofia (intern) in Director's Office (dirOffice),null,9/22/17 9:41
38301,29957,1,null,null,null,1,11,Read story on tablet in directors office DO,null,9/22/17 9:38
38301,29957,1,null,null,null,1,316,Episode started,null,9/22/17 13:33
38304,29963,1,null,null,null,2,316,Episode started,null,9/22/17 14:52
38307,29962,1,null,null,null,1,1,Dialog with Pierre (healthEd) in Office Hub (hub),null,9/22/17 10:11
38307,29962,1,null,null,null,2,1,Dialog with Pierre (healthEd) in Office Hub (hub),null,9/22/17 10:11
38307,29962,1,null,null,null,3,1,Dialog with Pierre (healthEd) in Office Hub (hub),null,9/22/17 10:11
38307,29962,1,null,null,null,4,1,Dialog with Pierre (healthEd) in Office Hub (hub),null,9/22/17 10:11
38307,29962,1,null,null,null,5,1,Dialog with Pierre (healthEd) in Office Hub (hub),null,9/22/17 10:12
38307,29962,1,null,null,null,6,1,Dialog with Pierre (healthEd) in Office Hub (hub),null,9/22/17 10:12
38307,29962,1,null,null,null,7,1,Dialog with Pierre (healthEd) in Office Hub (hub),null,9/22/17 10:12
38307,29962,1,null,null,null,1,2,Staff Meeting (staffmeeting) in Classroom (classroom),null,9/22/17 10:16
38307,29962,1,null,null,null,2,2,Staff Meeting (staffmeeting) in Classroom (classroom),null,9/22/17 10:22
38307,29962,1,null,null,null,3,2,Staff Meeting (staffmeeting) in Classroom (classroom),null,9/22/17 10:22
38307,29962,1,null,null,null,4,2,Staff Meeting (staffmeeting) in Classroom (classroom),null,9/22/17 10:22
